"","binomial","intercept","slope","resid.std.err","df","std.err.slope","std.err.intercept","r.squared","sample.size"
"1","Akodon aerosus",1.60103517169839,-0.0553736567640708,0.193296574287073,275,0.0108762543335387,0.037018899852098,0.0861381523724248,2693
"2","Abrothrix olivaceus",-2.58567953676827,1.79270004914623,0.108524973740133,15,0.463375496470375,1.02742892355493,0.499457668328465,2433
