"","MSW05_Binomial","sample.size","min.mass","max.mass","avg.mass","sd.err.mass","pan.mass","mass.diff"
"202","Myotis volans",100,1.6,70,8.4955,0.777378752441482,8.71,0.275927273965656
"203","Myotis yumanensis",191,0.3,39,7.18246073298429,0.568115906486971,5.15,3.57754590177261
"204","Napaeozapus insignis",143,9,185,23.4629370629371,1.22723440417669,22.25,0.988349950758413
"205","Natalus stramineus",11,4,6,5.02727272727273,0.208497180748722,5.68,3.13062877101408
"206","Neofiber alleni",11,18,322.5,203.090909090909,29.3354283311477,265.38,2.12334008578132
"207","Neoromicia capensis",15,5,8,6.4,0.213808993529939,5.96,2.05791156272567
"208","Neotoma albigula",29,49,211,132.303448275862,7.5951346929404,208.18,9.99015222135091
"209","Neotoma cinerea",70,25.5,500,211.018571428571,13.6495012070125,285.89,5.48528678344398
"210","Neotoma floridana",58,42.6,408,226.755172413793,9.81131924432479,249.16,2.28356931705862
"211","Neotoma fuscipes",53,106.9,415.5,238.115094339623,10.2190530366252,213.26,2.43223068228942
"212","Neotoma lepida",67,49.5,170,107.594029850746,3.12987738281637,143.88,11.593415878996
"213","Neotoma mexicana",59,24,200,107.649152542373,4.36867560606538,203,21.8260305995812
"214","Neotoma micropus",27,90.3,420,222.707407407407,13.8859661122186,255.14,2.33563817817863
"215","Neurotrichus gibbsii",397,4.2,70.2,8.75717884130982,0.166809572355415,9.56,4.81280029289708
"216","Noctilio albiventris",15,25,43,32.2666666666667,1.18910397105058,31.46,0.678381946663564
"217","Noctilio leporinus",15,5,65.8,28.9866666666667,6.03787148451274,29.93,0.156236073548932
"218","Notiosorex crawfordi",21,2.4,82,10.85,5.0937520084717,4.79,1.18969278243646
"219","Nycticeius humeralis",16,6.25,19.5,12.8875,0.901855725712267,9.12,4.17749745617516
"220","Nyctinomops femorosaccus",22,6,114,17.1886363636364,4.69669443928822,15.04,0.457478422624825
"221","Nyctinomops macrotis",71,7,35.2,22.3428169014085,0.945910868715051,16.38,6.30378305041414
"222","Nyctomys sumichrasti",18,18.5,84,50.7833333333333,4.00639399091721,59.99,2.29799332954743
"223","Ochotona collaris",67,66,158.6,122.921641791045,2.02724662602344,129,2.99833189061869
"224","Ochotona hyperborea",20,42.4,135.7,85.415,6.20055292525976,120,5.57772837630462
"225","Ochotona princeps",41,42,240.8,137.075609756098,6.85157697753733,157.63,2.99995027586924
"226","Ochrotomys nuttalli",28,3,28,17.055,1.07040583462239,22.81,5.37646546184067
"227","Odobenus rosmarus",50,500,545226943.563593,42546821.8812542,18004467.8896025,1042996.25,2.30519590391352
"228","Odocoileus virginianus",43,2.4,43206661.6378401,1607180.49855153,1144432.55981426,75901.25,1.33802488877112
"229","Oecomys bicolor",32,15,41.5,29,1.22330363123533,40.74,9.59696325608432
"230","Oligoryzomys chacoensis",40,13,32,20.7375,0.760395372023575,23,2.97542578932194
"231","Oligoryzomys destructor",47,10,45,24.5297872340426,1.1732680659647,25.2,0.571235837230746
"232","Oligoryzomys flavescens",44,9,30,17.25,0.760323593066374,21.3,5.32667937301065
"233","Oligoryzomys fulvescens",20,4,19,12.13,0.9266833899791,25,13.888238571202
"234","Oligoryzomys longicaudatus",15,1,109,33.7666666666667,6.31982268186052,27.54,0.985259710614787
"235","Oligoryzomys microtis",185,1,185,18.52,1.02530090736637,22.5,3.88178726011586
"236","Ondatra zibethicus",92,1,720109.515323028,37115.1740588943,13993.9808887144,991.31,2.58138583625098
"237","Onychomys leucogaster",109,12,53.4,29.9610091743119,0.900929541728953,27.92,2.26544816190073
"238","Oryctolagus cuniculus",18,497.5,1645968.49438657,620939.083286671,143565.055136973,1590.57,4.31406175197551
"239","Oryzomys albigularis",35,33,132,88.1,4.44385138433436,60.5,6.21082876382783
"240","Oryzomys alfaroi",20,12,40,24.825,1.67382126631817,33.3,5.06326462122333
"241","Oryzomys bolivaris",13,30,64,47.4615384615385,2.96478343701566,60.5,4.39777873003298
"242","Oryzomys couesi",34,9,84,45.6117647058824,3.16116352117246,69.29,7.49035446459141
"243","Oryzomys levipes",29,36,89,63.2758620689655,2.33040333076693,60.5,1.19115091894929
"244","Oryzomys megacephalus",34,3,69,38.5294117647059,3.322661694813,57,5.55897347723618
"245","Oryzomys nitidus",83,5,103,58.6385542168675,2.77778371591326,55.19,1.24147686413147
"246","Oryzomys palustris",35,24,116,65.8251428571429,3.9956320346777,53.26,3.14471972095809
"247","Osgoodomys banderanus",64,20,49.5,36.00625,0.789030306391815,49.99,17.7227032811284
"248","Ototylomys phyllotis",11,22,132,73.0454545454545,8.77404606196712,86.94,1.58359613756465
"249","Ovis canadensis",15,1,9777050.31653938,693490.941102625,648850.569331525,74644.87,0.953757460273462
"250","Ovis dalli",17,12550508.6357169,28598694.6521015,20908636.6133668,1282322.07179175,70194.13,16.2505527603139
"251","Paramelomys mollis",11,55.5,102,80.4090909090909,4.04622056077598,90.05,2.38269489912833
"252","Paramelomys rubex",14,21,56,41.0714285714286,2.6169655393648,47.16,2.3265768451996
"253","Parascalops breweri",14,46.4,65.1,53.95,1.27105346979461,51.11,2.23436705653218
"254","Perognathus flavescens",26,7.6,16.1,12.1692307692308,0.41144283576287,9.21,7.192325426554
"255","Perognathus flavus",47,2.5,11.1,6.23617021276596,0.294262519618956,7.97,5.89211901495031
"256","Perognathus longimembris",21,5.3,12.2,7.83809523809524,0.326706231117876,8.07,0.70982656532526
"257","Perognathus parvus",174,7.4,167,16.7471264367816,0.914946021877385,21.56,5.26028142440886
"258","Peromyscus attwateri",28,18.3,31.7,23.7964285714286,0.593872640196531,27.9,6.90985095257702
"259","Peromyscus aztecus",41,28,52.5,38.8658536585366,0.94159057020747,34,5.16769582501707
"260","Peromyscus boylii",252,10,48.9,23.2119047619048,0.29945206727453,23.9,2.29784768012441
"261","Peromyscus crinitus",156,8.9,103,15.895,0.603477840976132,16.32,0.704251210471222
"262","Peromyscus difficilis",18,23,38,30.4611111111111,0.954834239075236,27.95,2.62989219316553
"263","Peromyscus eremicus",38,12,163,23.425,3.83578259673893,22.73,0.181188579506792
"264","Peromyscus gossypinus",76,5,45,27.5971052631579,0.783182146271368,27.68,0.105843496607724
"265","Peromyscus grandis",189,5,94,65.0067724867725,0.877850409924542,71,6.82716262984108
"266","Peromyscus guatemalensis",113,14,82,49.3628318584071,1.36780885587068,40,6.84513177277766
"267","Peromyscus gymnotis",18,36,47,40.8333333333333,0.80134690536939,40,1.03991583139539
"268","Peromyscus keeni",4325,6.5,851.903216990664,24.0414134605759,0.224745063826458,28.25,18.7260466048495
"269","Peromyscus leucopus",1283,3,89,21.6262275915822,0.161311494422144,18.07,22.0457172275384
"270","Peromyscus maniculatus",5595,0,2035,19.5434495084897,0.490131977313959,19.98,0.890679473521969
"271","Peromyscus melanocarpus",20,43,68,52.65,1.4072649845861,58.9,4.44123890557701
"272","Peromyscus mexicanus",27,35,68,48.7037037037037,1.33280418433257,42.58,4.5946011992529
"273","Peromyscus polionotus",108,7.3,19.4,13.7002777777778,0.242667885465789,14.27,2.34774461865306
"274","Peromyscus truei",369,5,83,21.6219512195122,0.313301078752285,27,17.1657525148198
"275","Petromyscus collinus",13,13.8,17.9,15.4076923076923,0.408948234838005,20,11.2295574380626
"276","Phenacomys intermedius",396,5.1,51.1,19.9358585858586,0.403950815569562,25.2,13.0316395245275
"277","Phoca largha",204,1.9,65838726.167694,14838810.1632382,1105701.81064916,98879.18,13.330837339033
"278","Phoca vitulina",287,9.66,67278945.19834,20601591.0637398,922372.84322739,87316.66,22.2407614820491
"279","Phocoena phocoena",20,1,27158475.6214555,4604622.05112902,1900179.94435958,52730.93,2.39550529655924
"280","Phyllostomus discolor",26,5,45,29.8730769230769,2.68935541429144,36.7,2.53849790200443
"281","Phyllostomus elongatus",20,32.5,46,39.075,0.852453888242025,41.75,3.13799964654572
"282","Phyllostomus hastatus",23,56,102,79.8695652173913,2.4738189163585,91.44,4.67715510868538
"283","Phyllotis osilae",13,17,59,35.0769230769231,3.79179535728897,43.64,2.25831726562356
"284","Phyllotis xanthopygus",53,1,71.5,32.5754716981132,2.25269537902595,52.43,8.81367649028149
"285","Pipistrellus subflavus",20,4.5,12,6.5155,0.396159507349196,5.74,1.95754484144295
"286","Platyrrhinus brachycephalus",13,11,19,14.1153846153846,0.882801931631947,14.26,0.163814078145535
"287","Platyrrhinus helleri",37,8,19.5,14.3054054054054,0.436250505664901,13.44,1.98373501959939
"288","Podomys floridanus",44,0.8,803.709025014487,48.2620232957838,17.6263200698461,30.74,0.994082895712264
"289","Procyon lotor",60,0.5,5555140.26661248,775088.998850024,165838.256873734,6373.72,4.63533139663491
"290","Proechimys brevicauda",19,2,397,201.631578947368,24.2599482851297,284.99,3.43605106131766
"291","Proechimys simonsi",13,1,320,151,27.9651798143921,284.99,4.79131551770116
"292","Proechimys steerei",26,3,360,172.538461538462,19.8365033185117,284.99,5.66891939854123
"293","Ptenochirus jagori",140,45,94,71.7678571428571,0.823360913632523,79.18,9.00230109836257
"294","Ptenochirus minor",25,30,65,45.92,1.4398148029058,47.02,0.763987144582767
"295","Pteronotus davyi",33,4,12,6.65757575757576,0.313431348599123,9.52,9.13253972590109
"296","Pteronotus parnellii",25,5,28,14.04,1.45025285151705,19.59,3.82691886741983
"297","Pteronotus personatus",22,4,10.9,6.3,0.446001960665812,7.99,3.78922101032267
"298","Pteropus pumilus",10,132,268,180.14,12.1548179747786,184.05,0.321683138991743
"299","Puma concolor",5362,1,61723804.9317276,19501370.8082587,98812.0030100337,53954.05,196.812291683673
"300","Rattus everetti",34,108,570,301.864705882353,15.9538588710119,253.53,3.02965610220965
"301","Rattus exulans",91,21,99.8,46.3373626373626,1.37877920941202,50.63,3.11336095970577
"302","Rattus leucopus",18,36,307,170.611111111111,19.0154974445749,200.89,1.59232694159823
"303","Rattus norvegicus",116,1.5,490.7,176.400862068966,9.83823512162524,282.89,10.8240082305985
"304","Rattus rattus",51,1,230,95.3235294117647,7.45011361315411,142.68,6.35647629649855
"305","Rattus tanezumi",122,56,325,149.5,4.03562999334241,140.84,2.14588552822891
"306","Reithrodontomys creper",33,14.5,25,20.9727272727273,0.40811541944931,22.8,4.47734302648588
"307","Reithrodontomys fulvescens",73,3.75,18.5,11.8678082191781,0.349789795899841,11.55,0.908569154684783
"308","Reithrodontomys gracilis",25,7,15,11.92,0.441285999475775,12.47,1.2463572391904
"309","Reithrodontomys megalotis",238,3.4,152,16.6310924369748,1.87844691932074,10.72,3.14679769557305
"310","Reithrodontomys mexicanus",15,6,18,12.7066666666667,0.843432141774178,15.71,3.56084761841748
"311","Reithrodontomys montanus",18,5.7,12.8,8.98888888888889,0.515884220233134,10.9,3.70453492500209
"312","Reithrodontomys sumichrasti",27,7,18.1,12.0407407407407,0.505982986191313,19,13.7539392611671
"313","Rhabdomys pumilio",10,8.9,54,27.38,4.80913020548761,40.73,2.77596975535546
"314","Rhinolophus arcuatus",151,5.9,13,8.4976821192053,0.099970567134696,8.98,4.82459882562084
"315","Rhinolophus inops",29,14,19,16.7241379310345,0.236177230167518,13.65,13.0162333128136
"316","Rhinolophus philippinensis",15,8.9,53,25.96,3.92079984551257,10.91,3.83850249770464
"317","Rhinolophus virgo",78,4.5,11,6.31217948717949,0.151180794465593,6.06,1.66806563010145
"318","Rhinophylla fischerae",10,6.2,8,7.47,0.180154254891622,9.6,11.8232011854584
"319","Rhinophylla pumilio",51,6,13,9.05294117647059,0.217243929785932,9.58,2.42611530756586
"320","Rhipidomys venezuelae",11,29,86,55.9090909090909,5.48461409176044,89.99,6.21391195820121
"321","Rhogeessa tumida",15,3,5.6,4.75666666666667,0.182761011437307,4.58,0.966654021430986
"322","Rhynchonycteris naso",13,3,6,3.99230769230769,0.271619440238695,4.14,0.543747191152878
"323","Rousettus amplexicaudatus",165,6.5,120,65.3306060606061,1.82185364393073,74.37,4.96164660070665
"324","Saccopteryx bilineata",65,4,120,11.2615384615385,1.73432220786971,8.08,1.83445639287892
"325","Scalopus aquaticus",65,6.5,118.9,74.5769230769231,2.90433013032561,87.15,4.32907980804074
"326","Scapanus orarius",132,8,730,61.4318181818182,5.19294118198655,62.13,0.134448243050335
"327","Sciurus aberti",17,500,19288.7331051008,1750.4484179471,1096.30365059159,622.95,1.02845449555758
"328","Sciurus carolinensis",97,3,984.2,553.035051546392,16.7367435515563,545.4,0.456185011311941
"329","Sciurus griseus",19,520,929.3,786.010526315789,25.5734716060337,703.85,3.21272479472067
"330","Sciurus variegatoides",48,54,620,518.916666666667,15.0717207756606,485,2.25035131498978
"331","Scotinomys teguina",98,5.5,18,11.6719387755102,0.259243248759577,11.59,0.316069081460227
"332","Scotophilus kuhlii",10,17.6,21.9,19.898,0.497196138359903,20.31,0.828646822075208
"333","Scotorepens greyii",16,31,35,33.03125,0.330620470983473,10,69.6606895861306
"334","Sigmodon mascotensis",40,12.5,223,79.9425,8.57634484296105,120,4.67069605216222
"335","Sorex araneus",12,6,10.7,7.725,0.431895926015853,9.18,3.36886715608101
"336","Sorex bairdi",139,3.6,12.3,6.79568345323741,0.138395223671717,8.33,11.0864848226417
"337","Sorex bendirii",120,5.7,29.6,16.855,0.441207043758579,15.76,2.48182801133874
"338","Sorex caecutiens",87,3,12.8,5.30137931034483,0.17288309291984,6.3,5.77627732584701
"339","Sorex cinereus",5718,0.29,88,3.96751311647429,0.0234928497468269,4.2,9.89606991195733
"340","Sorex fumeus",46,1.8,14.6,7.41326086956522,0.325401135478665,7.83,1.28069353483281
"341","Sorex hoyi",248,1,45,3.59697580645161,0.17500656864922,3.37,1.29695592687472
"342","Sorex isodon",20,7,56,11.355,2.39246047099281,12.23,0.365732270442444
"343","Sorex jacksoni",26,3.2,8.8,5.05384615384615,0.2692571415655,6.01,3.55108072749577
"344","Sorex longirostris",53,2,4.6,3.00283018867925,0.0705104637462653,3.29,4.07272617514113
"345","Sorex monticolus",3111,1,73.1,6.25364191578271,0.0475425958058816,6.92,14.0160223252862
"346","Sorex nanus",23,1,3,1.94217391304348,0.11918689698014,2.57,5.26757641035938
