"","binomial","intercept","slope","resid.std.err","df","std.err.slope","std.err.intercept","r.squared","sample.size"
"1","Abrothrix olivaceus",1.60103517169839,-0.0553736567640708,0.193296574287073,275,0.0108762543335387,0.037018899852098,0.0861381523724248,43246
